,time,year,month,mom6m,mom12m,chmom,mom126m,bmom1m
337,337,2008,2,0.0409425667,0.0333173145,-0.011982514,0.0529250807,1
338,338,2008,3,0.0232382446,0.0378054798,-0.011689618999999998,0.0349278636,0
339,339,2008,4,0.0541073589,0.0603918235,-0.011298896,0.0654062549,1
340,340,2008,5,0.0150660069,0.0437103265,-0.000834235,0.0159002419,0
341,341,2008,6,0.1112605555,0.1268851,0.06397461110000001,0.04728594439999999,0
342,342,2008,7,-0.051628051,-0.044548006,-0.070323618,0.018695567000000003,1
343,343,2008,8,-0.047215623,-0.045725232000000005,-0.027301162,-0.019914460999999998,0
344,344,2008,9,0.00914916,-0.00592257,0.011423165,-0.002274005000000001,0
345,345,2008,10,0.0389994153,0.0462367846,0.043924244800000005,-0.004924829500000005,0
346,346,2008,11,0.08441445060000001,0.1051046783,0.0476207631,0.03679368750000001,0
347,347,2008,12,-0.018742941000000003,-0.001382073,-0.015036772,-0.003706169000000002,1
348,348,2009,1,-0.178600518,-0.156701954,-0.096602875,-0.08199764300000001,1
349,349,2009,2,0.0313038796,0.0519609958,0.0473129851,-0.016009105500000002,0
350,350,2009,3,-0.25778563600000004,-0.234929178,-0.045073757,-0.21271187900000005,1
351,351,2009,4,-0.435762043,-0.400866835,-0.154552468,-0.281209575,1
352,352,2009,5,-0.115416706,-0.219964363,0.050256332,-0.165673038,1
353,353,2009,6,0.0389545847,-0.001443995,0.0253838157,0.013570769000000003,1
354,354,2009,7,0.0228635484,-0.01557801,0.0227589174,0.00010463100000000086,1
355,355,2009,8,-0.090263409,-0.237105244,0.0421468713,-0.13241028030000002,0
356,356,2009,9,0.0352456384,-0.08739827800000001,0.056068625,-0.020822986599999996,0
357,357,2009,10,-0.023521853,0.0203144204,-0.053666898,0.030145045,1
358,358,2009,11,0.055944773,0.0706657725,0.022609844,0.033334929,0
359,359,2009,12,0.0152598982,0.0265791202,0.0019350969,0.0133248013,1
360,360,2010,1,-0.046784394000000014,-0.061654945,-0.018213699,-0.028570695000000014,1
361,361,2010,2,0.0387737374,0.0608218357,-0.0229899,0.0617636374,1
362,362,2010,3,-0.019584789,0.0222725327,-0.040154004,0.020569215000000002,1
363,363,2010,4,-0.053664547,0.0016311669,-0.042817118,-0.010847428999999999,1
364,364,2010,5,0.0178894568,0.0108267795,0.0073320953,0.010557361499999997,1
365,365,2010,6,-0.03313403,-0.006971448000000001,-0.006956510999999999,-0.026177519000000003,0
366,366,2010,7,-0.012019612,0.034162190499999995,-0.044377454,0.032357842,1
367,367,2010,8,0.0157021897,-0.003653113,0.0186170441,-0.0029148544,1
368,368,2010,9,-0.008182143000000001,0.0370276038,-0.062237657,0.054055514,1
369,369,2010,10,0.0122419647,0.0052603886,0.016487575,-0.004245610300000001,0
370,370,2010,11,0.053784392,0.0569748592,0.0070938666,0.0466905254,0
371,371,2010,12,-0.043279115,-0.038913727,-0.040053084,-0.0032260309999999973,1
372,372,2011,1,-0.037299548,-0.03595282,-0.036336467,-0.0009630810000000045,1
373,373,2011,2,0.0376092093,0.0224987267,0.0159485201,0.021660689200000003,0
374,374,2011,3,0.0299263738,0.0512903559,-0.021576422,0.0515027958,1
375,375,2011,4,0.0054990324,0.0158233676,-0.010980958,0.016479990400000002,0
376,376,2011,5,-0.00758241,0.0047482597,-0.013101718,0.005519308,0
377,377,2011,6,0.0170500921,0.0408326468,0.0045711029,0.0124789892,0
378,378,2011,7,0.0159788844,-0.011607803,0.0084513327,0.007527551700000001,1
379,379,2011,8,0.0322146268,0.0161848178,0.0322286143,-1.3987499999999764e-05,1
380,380,2011,9,0.0391047252,-0.021554135,0.0781975331,-0.03909280789999999,0
381,381,2011,10,-0.048471231,0.0481270946,-0.13201352,0.08354228899999999,1
382,382,2011,11,0.07142590480000001,0.0664598083,0.0076798195,0.0637460853,0
383,383,2011,12,0.0235184539,0.0250115156,-0.00495026,0.028468713899999998,0
384,384,2012,1,-0.13167801,-0.109899109,-0.065748245,-0.06592976500000002,1
385,385,2012,2,-0.0053801330000000005,-0.0077173,-0.01508626,0.009706127,1
386,386,2012,3,0.0195035524,0.0194383234,0.0089513172,0.0105522352,0
387,387,2012,4,0.0027673352,0.0396802487,-0.018838569,0.021605904199999998,0
388,388,2012,5,0.028599507000000007,0.0566836367,-0.002653645,0.031253152000000006,0
389,389,2012,6,0.014700595,0.0181489056,-0.004905091,0.019605686,0
390,390,2012,7,0.0224511545,0.0202079651,-0.012239623,0.0346907775,1
391,391,2012,8,0.0121247582,0.015022878799999997,0.0046609855,0.0074637727,1
392,392,2012,9,-0.029282732,-0.023281231,-0.013009193999999998,-0.016273538,1
393,393,2012,10,0.0250713647,0.0400329619,-0.004277575,0.0293489397,1
394,394,2012,11,-0.004715815999999999,0.0069434712,0.0049333993,-0.0096492153,0
395,395,2012,12,-0.008243203000000001,-0.019387737,-0.002062138,-0.006181065000000001,1
396,396,2013,1,-0.000159645,-0.0070944990000000015,-0.006054647,0.005895002,1
397,397,2013,2,0.007236426,0.0144449405,0.0086793862,-0.0014429602000000001,0
398,398,2013,3,0.0468328259,0.0424956978,0.0002410365,0.0465917894,0
399,399,2013,4,0.0239094078,0.0274766454,-0.001374893,0.0252843008,0
400,400,2013,5,0.004139940999999999,-0.022744284,0.0121488187,-0.0080088777,1
401,401,2013,6,0.0362947416,0.0149790145,0.0185397371,0.0177550045,0
402,402,2013,7,-0.007908749,-0.020627052,0.007346059399999999,-0.015254808399999998,1
403,403,2013,8,0.0034122537,-0.01608777,-0.00324654,0.0066587937,1
404,404,2013,9,-0.00108638,0.0005368172,0.0001122576,-0.0011986376,0
405,405,2013,10,-0.000284568,0.0188645961,-0.031108638,0.030824070000000002,0
406,406,2013,11,-0.009947442,0.0144454512,-0.023937405,0.013989962999999998,1
407,407,2013,12,0.0007642097,-0.001529265,-0.008032635,0.0087968447,1
408,408,2014,1,-0.009742583,-0.045441235,-0.000918147,-0.008824436000000001,0
409,409,2014,2,0.0144499333,0.0068007580000000005,0.0021730799,0.012276853400000001,0
410,410,2014,3,0.0086920218,-0.005989343,0.012412312,-0.0037202902000000003,1
411,411,2014,4,-0.021976081,-0.013096048,-0.006476629,-0.015499452,0
412,412,2014,5,0.005823565699999999,0.005098755,-0.009410173,0.015233738699999999,0
413,413,2014,6,-0.008792987,0.0003679488,-0.00405676,-0.004736227,0
414,414,2014,7,0.0028021851,-0.007372053000000002,0.0122505942,-0.0094484091,1
415,415,2014,8,0.0180325385,0.0211473776,-0.015761103999999998,0.0337936425,1
416,416,2014,9,0.0307296738,0.047804195,0.0037029085,0.0270267653,0
417,417,2014,10,0.006357916700000001,0.0289883355,-0.006032561999999999,0.012390478699999999,0
418,418,2014,11,0.06281254780000001,0.0400373793,0.0400546782,0.022757869600000008,0
419,419,2014,12,0.0378501452,0.005747734,0.0563620557,-0.0185119105,0
